merged_umls_label,disease_mondo_term_norm,earliest_year,disease,documents
Eribulin mesylate,metastatic breast cancer,2024.0,metastatic breast cancer,"['ANDA214310', 'ANDA214850', 'ANDA217250', 'ANDA218047', 'ANDA218142', 'ANDA218281', 'ANDA218743']"
Eribulin mesylate,metastatic neoplasm,2024.0,metastatic disease,"['ANDA214310', 'ANDA217250', 'ANDA218743']"
Erlotinib,egfr exon 19 deletions,2019.0,egfr exon 19 deletions,"['ANDA210300', 'ANDA211960']"
Erlotinib,egfr exon 21 (l858r) substitution mutations,2019.0,egfr exon 21 (l858r) substitution mutations,"['ANDA210300', 'ANDA211960']"
Erlotinib,exocrine pancreatic carcinoma,2019.0,pancreatic cancer,['ANDA211960']
Erlotinib,locally advanced pancreatic cancer,2019.0,locally advanced pancreatic cancer,['ANDA211960']
Erlotinib,metastatic non-small cell lung cancer,2004.0,metastatic non-small cell lung cancer,"['ANDA091059', 'ANDA209267', 'ANDA210300', 'ANDA211960', 'ANDA213065', 'ANDA214366', 'ANDA214719', 'ANDA216342', 'NDA021743']"
Erlotinib,metastatic pancreatic cancer,2019.0,metastatic pancreatic cancer,['ANDA211960']
Erlotinib,non-small cell lung carcinoma,2004.0,non-small cell lung cancer; nsclc,"['ANDA211960'] ; ['ANDA091059', 'ANDA213065', 'ANDA214366', 'ANDA214719', 'ANDA216342', 'NDA021743']"
Erlotinib,unresectable pancreatic cancer,2019.0,unresectable pancreatic cancer,['ANDA211960']
Erythromycin,acne,1984.0,acne vulgaris,"['ANDA062687', 'ANDA063038', 'ANDA063211', 'ANDA064126', 'ANDA065385', 'NDA050557']"
Erythromycin,bacterial infectious disease,1972.0,bacterial infections,"['ANDA061621', 'ANDA210954', 'ANDA211975', 'ANDA212015', 'ANDA212693', 'ANDA216066']"
Erythromycin,eye infectious disorder,1983.0,superficial ocular infections,"['ANDA062447', 'ANDA064030', 'ANDA064067']"
Erythromycin,haemophilus influenzae,1981.0,haemophilus influenzae,"['ANDA062746', 'NDA050536']"
Erythromycin,infectious disease,1972.0,infections,"['ANDA061621', 'ANDA062298', 'ANDA209720', 'ANDA210954', 'ANDA211975', 'ANDA212015', 'ANDA212693', 'ANDA213628', 'ANDA214549', 'ANDA215661', 'ANDA216066']"
Erythromycin,respiratory tract infectious disorder,1981.0,upper respiratory tract infections,"['ANDA062746', 'NDA050536']"
Erythromycin,streptococcal pneumonia,1981.0,streptococcus pneumoniae,"['ANDA062746', 'NDA050536']"
Erythromycin,streptococcus pyogenes,1981.0,streptococcus pyogenes,"['ANDA062746', 'NDA050536']"
Escitalopram,endogenous depression,2012.0,mdd,"['ANDA078169', 'ANDA078604', 'ANDA078777', 'ANDA079062', 'ANDA079121', 'ANDA202210', 'ANDA202221', 'ANDA202227', 'ANDA202754', 'ANDA205619', 'ANDA215177']"
Escitalopram,generalized anxiety disorder,2012.0,gad; generalized anxiety disorder,"['ANDA078604', 'ANDA079121'] ; ['ANDA078032', 'ANDA078604', 'ANDA079121', 'ANDA090432', 'ANDA090477', 'ANDA090939', 'ANDA202280', 'ANDA202389']"
Escitalopram,major depressive disorder,2002.0,major depressive disorder,"['ANDA078032', 'ANDA078169', 'ANDA078604', 'ANDA078777', 'ANDA079062', 'ANDA079121', 'ANDA090432', 'ANDA090477', 'ANDA090939', 'ANDA202210', 'ANDA202221', 'ANDA202227', 'ANDA202280', 'ANDA202389', 'ANDA202754', 'ANDA205619', 'ANDA215177', 'NDA021323', 'NDA219130']"
Escitalopram oxalate,endogenous depression,2012.0,mdd,"['ANDA078169', 'ANDA078604', 'ANDA078777', 'ANDA079062', 'ANDA079121', 'ANDA202210', 'ANDA202221', 'ANDA202227', 'ANDA202754', 'ANDA205619', 'ANDA215177']"
Escitalopram oxalate,generalized anxiety disorder,2012.0,gad; generalized anxiety disorder,"['ANDA078604', 'ANDA079121'] ; ['ANDA078032', 'ANDA078604', 'ANDA079121', 'ANDA090432', 'ANDA090477', 'ANDA090939', 'ANDA202280', 'ANDA202389']"
Escitalopram oxalate,major depressive disorder,2002.0,major depressive disorder,"['ANDA078032', 'ANDA078169', 'ANDA078604', 'ANDA078777', 'ANDA079062', 'ANDA079121', 'ANDA090432', 'ANDA090477', 'ANDA090939', 'ANDA202210', 'ANDA202221', 'ANDA202227', 'ANDA202280', 'ANDA202389', 'ANDA202754', 'ANDA205619', 'ANDA215177', 'NDA021323', 'NDA219130']"
Eslicarbazepine acetate,focal epilepsy,2013.0,partial-onset seizures,"['ANDA211186', 'ANDA211199', 'ANDA211227', 'ANDA211236', 'ANDA211238', 'ANDA211246', 'NDA022416']"
Esmolol hydrochloride,atrial fibrillation,1986.0,atrial fibrillation,"['ANDA076474', 'ANDA076573', 'ANDA205520', 'ANDA206608', 'ANDA207107', 'ANDA208538', 'ANDA214172', 'ANDA216244', 'ANDA216603', 'NDA019386', 'NDA205703']"
Esmolol hydrochloride,atrial flutter,1986.0,atrial flutter,"['ANDA076474', 'ANDA076573', 'ANDA205520', 'ANDA206608', 'ANDA207107', 'ANDA208538', 'ANDA214172', 'ANDA216244', 'ANDA216603', 'NDA019386', 'NDA205703']"
Esmolol hydrochloride,hypertensive disorder,1986.0,hypertension,"['ANDA076573', 'ANDA205520', 'ANDA206608', 'ANDA207107', 'ANDA208538', 'ANDA214172', 'ANDA216244', 'NDA019386', 'NDA205703']"
Esmolol hydrochloride,non-compensatory sinus tachycardia,2022.0,non-compensatory sinus tachycardia,['ANDA216603']
Esmolol hydrochloride,noncompensatory sinus tachycardia,1986.0,noncompensatory sinus tachycardia,"['ANDA076474', 'ANDA076573', 'ANDA205520', 'ANDA206608', 'ANDA207107', 'ANDA208538', 'ANDA214172', 'ANDA216244', 'NDA019386', 'NDA205703']"
Esmolol hydrochloride,perioperative tachycardia,1986.0,perioperative tachycardia,"['ANDA076573', 'ANDA205520', 'ANDA206608', 'ANDA207107', 'ANDA208538', 'ANDA214172', 'ANDA216244', 'NDA019386', 'NDA205703']"
Esmolol hydrochloride,ventricular tachycardia,1986.0,supraventricular tachycardia,"['ANDA076474', 'ANDA076573', 'ANDA205520', 'ANDA206608', 'ANDA207107', 'ANDA208538', 'ANDA214172', 'ANDA216244', 'ANDA216603', 'NDA019386', 'NDA205703']"
Esomeprazole,Helicobacter pylori infectious disease,2001.0,helicobacter pylori infection,"['ANDA078279', 'ANDA078936', 'ANDA205563', 'ANDA205606', 'ANDA206055', 'ANDA208333', 'ANDA208511', 'ANDA209495', 'ANDA209647', 'ANDA209735', 'ANDA210559', 'ANDA211977', 'ANDA212651', 'ANDA212652', 'ANDA212949', 'ANDA213486', 'ANDA213859', 'ANDA214920', 'ANDA217022', 'ANDA217427', 'ANDA218948', 'ANDA219213', 'NDA021153', 'NDA021957', 'NDA022101']"
Esomeprazole,Zollinger-Ellison syndrome,2001.0,zollinger-ellison syndrome,"['ANDA078279', 'ANDA078936', 'ANDA205563', 'ANDA205606', 'ANDA206055', 'ANDA208333', 'ANDA208511', 'ANDA209495', 'ANDA209647', 'ANDA209735', 'ANDA210559', 'ANDA211977', 'ANDA212651', 'ANDA212652', 'ANDA212949', 'ANDA213486', 'ANDA213859', 'ANDA214920', 'ANDA217022', 'ANDA217427', 'ANDA218948', 'ANDA219213', 'NDA021153', 'NDA021957', 'NDA022101']"
Esomeprazole,arthritic joint disease,2010.0,arthritis,"['ANDA204206', 'ANDA213699', 'ANDA217738', 'NDA022511']"
Esomeprazole,duodenal ulcer,2015.0,duodenal ulcer,"['ANDA078279', 'ANDA078936', 'ANDA205563', 'ANDA205606', 'ANDA206055', 'ANDA208333', 'ANDA208511', 'ANDA209495', 'ANDA209647', 'ANDA209735', 'ANDA210559', 'ANDA211977', 'ANDA212651', 'ANDA212652', 'ANDA212949', 'ANDA213486', 'ANDA213859', 'ANDA214920', 'ANDA217022', 'ANDA217427', 'ANDA218948', 'ANDA219213']"
Esomeprazole,ethylmalonic encephalopathy,2019.0,ee,"['ANDA208511', 'ANDA209647', 'ANDA213486']"
Esomeprazole,frequent heartburn,2014.0,frequent heartburn,"['ANDA207193', 'ANDA207198', 'ANDA207673', 'ANDA209339', 'ANDA209716', 'ANDA211571', 'ANDA212088', 'ANDA212507', 'ANDA212866', 'ANDA214473', 'ANDA216149', 'ANDA217264', 'NDA204655', 'NDA207920']"
Esomeprazole,gastric ulcer,2001.0,gastric ulcer; gastric ulcers,"['ANDA078936', 'ANDA205606', 'ANDA209495', 'ANDA211977', 'ANDA213859', 'ANDA214920'] ; ['ANDA078279', 'ANDA204206', 'ANDA205563', 'ANDA206055', 'ANDA208333', 'ANDA208511', 'ANDA209647', 'ANDA209735', 'ANDA210559', 'ANDA212651', 'ANDA212652', 'ANDA212949', 'ANDA213486', 'ANDA213699', 'ANDA217022', 'ANDA217427', 'ANDA217738', 'ANDA218948', 'ANDA219213', 'NDA021153', 'NDA021957', 'NDA022101', 'NDA022511']"
Esomeprazole,gastroesophageal reflux disease,2001.0,gastroesophageal reflux disease; gerd,"['ANDA078279', 'ANDA203349', 'ANDA204657', 'ANDA206055', 'ANDA208333', 'ANDA208511', 'ANDA209647', 'ANDA209735', 'ANDA210559', 'ANDA212651', 'ANDA212652', 'ANDA212949', 'ANDA213486', 'ANDA215732', 'ANDA217022', 'ANDA217427', 'ANDA218948', 'ANDA219213', 'NDA021153', 'NDA021957', 'NDA022101', 'NDA202342'] ; ['ANDA078936', 'ANDA205563', 'ANDA205606', 'ANDA208511', 'ANDA209495', 'ANDA209647', 'ANDA211977', 'ANDA213486', 'ANDA213859', 'ANDA214920']"
Esomeprazole,heartburn,2001.0,heartburn,"['ANDA206055', 'ANDA207193', 'ANDA207198', 'ANDA207673', 'ANDA208511', 'ANDA209339', 'ANDA209647', 'ANDA209716', 'ANDA211571', 'ANDA212088', 'ANDA212507', 'ANDA212651', 'ANDA212652', 'ANDA213486', 'ANDA214473', 'ANDA216149', 'ANDA217264', 'NDA021153', 'NDA021957', 'NDA022101', 'NDA204655', 'NDA207920', 'NDA214278']"
Esomeprazole,pathological hypersecretory conditions,2023.0,pathological hypersecretory conditions,"['ANDA206055', 'ANDA208511', 'ANDA212651', 'ANDA212652']"
Esomeprazole,peptic esophagitis,2001.0,erosive esophagitis,"['ANDA078279', 'ANDA078936', 'ANDA203349', 'ANDA204657', 'ANDA205563', 'ANDA205606', 'ANDA206055', 'ANDA208333', 'ANDA208511', 'ANDA209495', 'ANDA209647', 'ANDA209735', 'ANDA210559', 'ANDA211977', 'ANDA212651', 'ANDA212652', 'ANDA212949', 'ANDA213486', 'ANDA213859', 'ANDA214920', 'ANDA215732', 'ANDA217022', 'ANDA217427', 'ANDA218948', 'ANDA219213', 'NDA021153', 'NDA021957', 'NDA022101', 'NDA202342']"
Esomeprazole,proton pump inhibitor,2020.0,proton pump inhibitor,"['ANDA211751', 'ANDA211752', 'ANDA217714']"
Esomeprazole magnesium,Helicobacter pylori infectious disease,2001.0,helicobacter pylori infection,"['ANDA078279', 'ANDA078936', 'ANDA205563', 'ANDA205606', 'ANDA206055', 'ANDA208333', 'ANDA208511', 'ANDA209495', 'ANDA209647', 'ANDA209735', 'ANDA210559', 'ANDA211977', 'ANDA212651', 'ANDA212652', 'ANDA212949', 'ANDA213486', 'ANDA213859', 'ANDA214920', 'ANDA217022', 'ANDA217427', 'ANDA218948', 'ANDA219213', 'NDA021153', 'NDA021957', 'NDA022101']"
Esomeprazole magnesium,Zollinger-Ellison syndrome,2001.0,zollinger-ellison syndrome,"['ANDA078279', 'ANDA078936', 'ANDA205563', 'ANDA205606', 'ANDA206055', 'ANDA208333', 'ANDA208511', 'ANDA209495', 'ANDA209647', 'ANDA209735', 'ANDA210559', 'ANDA211977', 'ANDA212651', 'ANDA212652', 'ANDA212949', 'ANDA213486', 'ANDA213859', 'ANDA214920', 'ANDA217022', 'ANDA217427', 'ANDA218948', 'ANDA219213', 'NDA021153', 'NDA021957', 'NDA022101']"
Esomeprazole magnesium,arthritic joint disease,2010.0,arthritis,"['ANDA204206', 'ANDA213699', 'ANDA217738', 'NDA022511']"
Esomeprazole magnesium,duodenal ulcer,2015.0,duodenal ulcer,"['ANDA078279', 'ANDA078936', 'ANDA205563', 'ANDA205606', 'ANDA206055', 'ANDA208333', 'ANDA208511', 'ANDA209495', 'ANDA209647', 'ANDA209735', 'ANDA210559', 'ANDA211977', 'ANDA212651', 'ANDA212652', 'ANDA212949', 'ANDA213486', 'ANDA213859', 'ANDA214920', 'ANDA217022', 'ANDA217427', 'ANDA218948', 'ANDA219213']"
Esomeprazole magnesium,ethylmalonic encephalopathy,2019.0,ee,"['ANDA208511', 'ANDA209647', 'ANDA213486']"
Esomeprazole magnesium,frequent heartburn,2014.0,frequent heartburn,"['ANDA207193', 'ANDA207198', 'ANDA207673', 'ANDA209339', 'ANDA209716', 'ANDA211571', 'ANDA212088', 'ANDA212507', 'ANDA212866', 'ANDA214473', 'ANDA216149', 'ANDA217264', 'NDA204655', 'NDA207920']"
Esomeprazole magnesium,gastric ulcer,2001.0,gastric ulcer; gastric ulcers,"['ANDA078936', 'ANDA205606', 'ANDA209495', 'ANDA211977', 'ANDA213859', 'ANDA214920'] ; ['ANDA078279', 'ANDA204206', 'ANDA205563', 'ANDA206055', 'ANDA208333', 'ANDA208511', 'ANDA209647', 'ANDA209735', 'ANDA210559', 'ANDA212651', 'ANDA212652', 'ANDA212949', 'ANDA213486', 'ANDA213699', 'ANDA217022', 'ANDA217427', 'ANDA217738', 'ANDA218948', 'ANDA219213', 'NDA021153', 'NDA021957', 'NDA022101', 'NDA022511']"
Esomeprazole magnesium,gastroesophageal reflux disease,2001.0,gastroesophageal reflux disease; gerd,"['ANDA078279', 'ANDA206055', 'ANDA208333', 'ANDA208511', 'ANDA209647', 'ANDA209735', 'ANDA210559', 'ANDA212651', 'ANDA212652', 'ANDA212949', 'ANDA213486', 'ANDA217022', 'ANDA217427', 'ANDA218948', 'ANDA219213', 'NDA021153', 'NDA021957', 'NDA022101'] ; ['ANDA078936', 'ANDA205563', 'ANDA205606', 'ANDA208511', 'ANDA209495', 'ANDA209647', 'ANDA211977', 'ANDA213486', 'ANDA213859', 'ANDA214920']"
Esomeprazole magnesium,heartburn,2001.0,heartburn,"['ANDA206055', 'ANDA207193', 'ANDA207198', 'ANDA207673', 'ANDA208511', 'ANDA209339', 'ANDA209647', 'ANDA209716', 'ANDA211571', 'ANDA212088', 'ANDA212507', 'ANDA212651', 'ANDA212652', 'ANDA213486', 'ANDA214473', 'ANDA216149', 'ANDA217264', 'NDA021153', 'NDA021957', 'NDA022101', 'NDA204655', 'NDA207920', 'NDA214278']"
Esomeprazole magnesium,pathological hypersecretory conditions,2023.0,pathological hypersecretory conditions,"['ANDA206055', 'ANDA208511', 'ANDA212651', 'ANDA212652']"
Esomeprazole magnesium,peptic esophagitis,2001.0,erosive esophagitis,"['ANDA078279', 'ANDA078936', 'ANDA205563', 'ANDA205606', 'ANDA206055', 'ANDA208333', 'ANDA208511', 'ANDA209495', 'ANDA209647', 'ANDA209735', 'ANDA210559', 'ANDA211977', 'ANDA212651', 'ANDA212652', 'ANDA212949', 'ANDA213486', 'ANDA213859', 'ANDA214920', 'ANDA217022', 'ANDA217427', 'ANDA218948', 'ANDA219213', 'NDA021153', 'NDA021957', 'NDA022101']"
Esomeprazole magnesium,proton pump inhibitor,2020.0,proton pump inhibitor,"['ANDA211751', 'ANDA211752', 'ANDA217714']"
Estazolam,early morning awakenings,1997.0,early morning awakenings,['ANDA074826']
Estazolam,frequent nocturnal awakenings,1997.0,frequent nocturnal awakenings,['ANDA074826']
Estazolam,insomnia,1997.0,difficulty in falling asleep; insomnia,"['ANDA074826'] ; ['ANDA074818', 'ANDA074826', 'ANDA074921']"
Estetrol,pregnancy,2021.0,pregnancy,['NDA214154']
Estradiol,heavy menstrual bleeding,2020.0,heavy menstrual bleeding,"['NDA213388', 'NDA214846']"
Estradiol,leiomyoma,2020.0,fibroids,['NDA213388']
Estradiol,moderate to severe dyspareunia,2018.0,moderate to severe dyspareunia,['NDA208564']
Estradiol,moderate to severe symptoms of vulvar and vaginal atrophy due to menopause,1994.0,moderate to severe symptoms of vulvar and vaginal atrophy due to menopause,"['ANDA075182', 'ANDA201675', 'ANDA202985', 'ANDA207261', 'ANDA210233', 'ANDA216160', 'ANDA217882', 'NDA020375', 'NDA020538', 'NDA021166']"
Estradiol,moderate to severe vasomotor symptoms,1997.0,moderate to severe vasomotor symptoms,"['ANDA040197', 'ANDA206685', 'ANDA211783', 'ANDA216524', 'ANDA217610', 'ANDA218507', 'NDA020870', 'NDA021258', 'NDA021813', 'NDA210132']"
Estradiol,moderate to severe vasomotor symptoms due to menopause,1994.0,moderate to severe vasomotor symptoms due to menopause,"['ANDA075182', 'ANDA201675', 'ANDA202985', 'ANDA207261', 'ANDA210233', 'ANDA211396', 'ANDA216160', 'ANDA217882', 'NDA020375', 'NDA020538', 'NDA021166', 'NDA022014', 'NDA203752']"
Estradiol,obsolete atrophic vulva,1984.0,vulvar and vaginal atrophy,"['ANDA078324', 'ANDA079193', 'ANDA086069', 'ANDA208788', 'ANDA209767', 'ANDA210194', 'ANDA211293', 'ANDA212313', 'ANDA214729', 'NDA020472', 'NDA208564']"
Estradiol,postmenopausal atrophic vaginitis,1999.0,atrophic vaginitis,"['ANDA205256', 'ANDA206388', 'ANDA210264', 'ANDA216550', 'NDA020908']"
Estradiol,postmenopausal osteoporosis,2003.0,postmenopausal osteoporosis,"['ANDA204379', 'ANDA206685', 'ANDA211396', 'NDA021258', 'NDA203752']"
Estradiol,premature menopause,1996.0,menopause,"['ANDA040197', 'ANDA209767', 'ANDA210194', 'ANDA210264', 'ANDA211783', 'ANDA212313', 'ANDA214293', 'ANDA216055', 'ANDA216524', 'ANDA217610', 'ANDA218507', 'NDA020472', 'NDA020870', 'NDA020908', 'NDA021355', 'NDA021813', 'NDA022038', 'NDA210132']"
Estradiol,symptoms,1996.0,symptoms,['NDA020472']
Estradiol,uterine corpus leiomyoma,2020.0,uterine leiomyomas,"['NDA213388', 'NDA214846']"
Estradiol,vasomotor symptoms,1998.0,vasomotor symptoms,"['ANDA040275', 'ANDA078324', 'ANDA079193', 'ANDA211293', 'ANDA214293', 'ANDA214729', 'ANDA216055', 'ANDA217334', 'NDA021355', 'NDA022038']"
Estradiol,vasomotor symptoms due to menopause,1998.0,vasomotor symptoms due to menopause,"['ANDA210612', 'NDA020907']"
Estradiol,vulvar and vaginal atrophy due to menopause,1998.0,vulvar and vaginal atrophy due to menopause,"['ANDA210612', 'NDA020907']"
Estradiol acetate,moderate to severe vasomotor symptoms due to menopause,2003.0,moderate to severe vasomotor symptoms due to menopause,['NDA021367']
Estradiol acetate,moderate to severe vulvar and vaginal atrophy due to menopause,2003.0,moderate to severe vulvar and vaginal atrophy due to menopause,['NDA021367']
Estradiol cypionate,vasomotor symptoms,1979.0,vasomotor symptoms,['ANDA085470']
"Estradiol, Ethinyl",acne,2018.0,acne vulgaris,['ANDA209632']
"Estradiol, Ethinyl",body mass index (bmi) of >35 kg/m²,2015.0,body mass index (bmi) of >35 kg/m²,['ANDA091398']
"Estradiol, Ethinyl",lactational amenorrhea method,2011.0,lactational amenorrhea method,['ANDA090946']
"Estradiol, Ethinyl",lymphangioleiomyomatosis,2011.0,lam,['ANDA090946']
"Estradiol, Ethinyl",moderate acne,2014.0,moderate acne,['ANDA201661']
"Estradiol, Ethinyl",moderate acne vulgaris,2012.0,moderate acne vulgaris,"['ANDA090524', 'ANDA200383', 'ANDA205441', 'ANDA205588']"
"Estradiol, Ethinyl",moderate to severe vasomotor symptoms due to menopause,2009.0,moderate to severe vasomotor symptoms due to menopause,"['ANDA076221', 'ANDA203038', 'ANDA203435']"
"Estradiol, Ethinyl","neural tube defects, susceptibility to",2010.0,neural tube defects,"['ANDA205948', 'NDA022574']"
"Estradiol, Ethinyl",postmenopausal osteoporosis,2009.0,postmenopausal osteoporosis,"['ANDA076221', 'ANDA203038', 'ANDA203435', 'ANDA204213']"
"Estradiol, Ethinyl",pregnancy,1984.0,pregnancy,"['ANDA072693', 'ANDA072695', 'ANDA072696', 'ANDA072723', 'ANDA073594', 'ANDA075256', 'ANDA075288', 'ANDA075478', 'ANDA075796', 'ANDA075803', 'ANDA075804', 'ANDA075808', 'ANDA075809', 'ANDA075840', 'ANDA075863', 'ANDA075866', 'ANDA076064', 'ANDA076081', 'ANDA076105', 'ANDA076238', 'ANDA076380', 'ANDA076381', 'ANDA076455', 'ANDA076625', 'ANDA076783', 'ANDA076784', 'ANDA076785', 'ANDA077681', 'ANDA078267', 'ANDA078833', 'ANDA078892', 'ANDA079064', 'ANDA079102', 'ANDA079218', 'ANDA079221', 'ANDA090114', 'ANDA090523', 'ANDA090538', 'ANDA090716', 'ANDA090719', 'ANDA090721', 'ANDA090793', 'ANDA090794', 'ANDA090946', 'ANDA090947', 'ANDA090948', 'ANDA091105', 'ANDA091204', 'ANDA091232', 'ANDA091234', 'ANDA091247', 'ANDA091332', 'ANDA091398', 'ANDA091425', 'ANDA091440', 'ANDA091453', 'ANDA091454', 'ANDA091467', 'ANDA091634', 'ANDA091636', 'ANDA091663', 'ANDA091674', 'ANDA091692', 'ANDA200245', 'ANDA200248', 'ANDA200490', 'ANDA200492', 'ANDA200493', 'ANDA200494', 'ANDA200538', 'ANDA200541', 'ANDA200910', 'ANDA201088', 'ANDA201108', 'ANDA201584', 'ANDA201585', 'ANDA201663', 'ANDA201886', 'ANDA201887', 'ANDA202086', 'ANDA202131', 'ANDA202296', 'ANDA202594', 'ANDA202689', 'ANDA202741', 'ANDA202770', 'ANDA202771', 'ANDA202772', 'ANDA202789', 'ANDA202791', 'ANDA202962', 'ANDA202994', 'ANDA202995', 'ANDA202996', 'ANDA203163', 'ANDA203164', 'ANDA203371', 'ANDA203448', 'ANDA203770', 'ANDA203865', 'ANDA203870', 'ANDA204296', 'ANDA204305', 'ANDA204703', 'ANDA204704', 'ANDA205069', 'ANDA205449', 'ANDA205630', 'ANDA205762', 'ANDA205947', 'ANDA206053', 'ANDA206597', 'ANDA206850', 'ANDA206851', 'ANDA206852', 'ANDA206853', 'ANDA206864', 'ANDA206886', 'ANDA206969', 'ANDA207033', 'ANDA207054', 'ANDA207055', 'ANDA207056', 'ANDA207065', 'ANDA207066', 'ANDA207067', 'ANDA207504', 'ANDA207505', 'ANDA207506', 'ANDA207514', 'ANDA207535', 'ANDA207580', 'ANDA207581', 'ANDA207585', 'ANDA209031', 'ANDA209170', 'ANDA209297', 'ANDA209548', 'ANDA209609', 'ANDA210087', 'ANDA210369', 'ANDA211157', 'ANDA211944', 'ANDA212298', 'ANDA212706', 'ANDA213034', 'ANDA213317', 'ANDA213418', 'ANDA213950', 'ANDA214292', 'ANDA216558', 'ANDA217087', 'ANDA218933', 'NDA018977', 'NDA021187', 'NDA021544', 'NDA021676', 'NDA021840', 'NDA022262', 'NDA022501', 'NDA022532', 'NDA022574', 'NDA204017', 'NDA204061', 'NDA204426', 'NDA218718']"
"Estradiol, Ethinyl",pregnancy prevention,2001.0,pregnancy prevention,"['ANDA204847', 'ANDA205131', 'NDA021098', 'NDA022573', 'NDA209405', 'NDA209627']"
"Estradiol, Ethinyl",premenstrual dysphoric disorder,2018.0,premenstrual dysphoric disorder,['ANDA209632']
"Estradiol, Ethinyl",premenstrual dysphoric disorder (pmdd),2014.0,premenstrual dysphoric disorder (pmdd),['ANDA201661']
"Estradiol, Ethinyl",prevent pregnancy,2016.0,prevent pregnancy,"['ANDA204848', 'ANDA206287', 'ANDA209407', 'ANDA210830']"
